ts_ns,side,price,qty,buy_id,sell_id
1600000000153826497,BUY,127.55,10,7326,2495
1600000000153955383,BUY,127.55,10,7329,2534
1600000000153955383,BUY,127.55,10,7332,2636
1600000000154036264,BUY,127.55,10,7335,2699
1600000000154036264,BUY,127.55,10,7338,2717
1600000000154104673,BUY,127.55,10,7341,2741
1600000000154104673,BUY,127.55,10,7344,2777
1600000000154252844,BUY,127.55,10,7347,2801
1600000000154252844,BUY,127.55,10,7350,2825
1600000000154351795,BUY,127.55,10,7353,2903
1600000000154351795,BUY,127.55,10,7356,2933
1600000000154410547,BUY,127.55,10,7359,2945
1600000000154410547,BUY,127.55,10,7362,2981
1600000000154577886,BUY,127.55,10,7365,2993
1600000000154577886,BUY,127.55,10,7368,3035
1600000000154772398,BUY,127.55,10,7371,3791
1600000000154772398,BUY,127.55,10,7374,4937
1600000000154867262,BUY,127.55,10,7377,4961
1600000000154867262,BUY,127.55,10,7380,4985
1600000000154989297,BUY,127.55,10,7383,5093
1600000000154989297,BUY,127.55,10,7386,5123
1600000000155125972,BUY,127.55,10,7389,5141
1600000000155125972,BUY,127.55,10,7392,5153
1600000000155198315,BUY,127.55,10,7395,5177
1600000000155198315,BUY,127.55,10,7398,5288
1600000000155267988,BUY,127.55,10,7401,5300
1600000000155267988,BUY,127.55,10,7404,1967
1600000000155413012,BUY,127.55,10,7407,2015
1600000000155413012,BUY,127.55,10,7410,2309
1600000000155489532,BUY,127.55,10,7413,2345
1600000000155489532,BUY,127.55,10,7416,2417
1600000000155555316,BUY,127.55,10,7419,2459
1600000000155555316,BUY,127.55,10,7422,2483
1600000000155722762,BUY,127.55,10,7425,2534
1600000000155722762,BUY,127.55,10,7428,2699
1600000000155810841,BUY,127.55,10,7431,2765
1600000000155810841,BUY,127.55,10,7434,2795
1600000000155905061,BUY,127.55,10,7437,2819
1600000000155905061,BUY,127.55,10,7440,2897
1600000000156067939,BUY,127.55,10,7443,2939
1600000000156067939,BUY,127.55,10,7446,2981
1600000000156234522,BUY,127.55,10,7449,3035
1600000000156234522,BUY,127.55,10,7452,3797
1600000000156333242,BUY,127.55,10,7455,4979
1600000000156333242,BUY,127.55,10,7458,5123
1600000000156397960,BUY,127.55,10,7461,5153
1600000000156397960,BUY,127.55,10,7464,5276
1600000000156509177,BUY,127.55,10,7467,5300
1600000000156509177,BUY,127.55,10,7470,2303
1600000000156659845,BUY,127.55,10,7473,2417
1600000000156659845,BUY,127.55,10,7476,2459
1600000000156853781,BUY,127.55,10,7479,2528
1600000000156853781,BUY,127.55,10,7482,2642
1600000000156992159,BUY,127.55,10,7485,2741
1600000000156992159,BUY,127.55,10,7488,2777
1600000000157050336,BUY,127.55,10,7491,2933
1600000000157050336,BUY,127.55,10,7494,3023
1600000000157222654,BUY,127.55,10,7497,4961
1600000000157222654,BUY,127.55,10,7500,5177
1600000000157383799,BUY,127.55,10,7503,5300
1600000000157383799,BUY,127.55,10,7506,2417
1600000000157576715,BUY,127.55,10,7509,2483
1600000000157576715,BUY,127.55,10,7512,2642
1600000000157640133,BUY,127.55,10,7515,2777
1600000000157640133,BUY,127.55,10,7518,2981
1600000000157778208,BUY,127.55,10,7521,5294
1600000000157778208,BUY,127.55,10,7524,2417
1600000000157893435,BUY,127.55,10,7527,2777
1600000000157893435,BUY,127.55,10,7530,5294
1600000000158087342,BUY,127.55,10,7533,5294
1600000000158087342,BUY,127.56,10,7536,2267
1600000000158154875,BUY,127.56,10,7539,2279
1600000000158154875,BUY,127.56,10,7542,2333
1600000000158306332,BUY,127.56,10,7545,2369
1600000000158306332,BUY,127.56,10,7548,2393
1600000000158463836,BUY,127.56,10,7551,2405
1600000000158463836,BUY,127.56,10,7554,2507
1600000000158655131,BUY,127.56,10,7557,2546
1600000000158655131,BUY,127.56,10,7560,2576
1600000000158829333,BUY,127.56,10,7563,2606
1600000000158829333,BUY,127.56,10,7566,2618
1600000000158889606,BUY,127.56,10,7569,2657
1600000000158889606,BUY,127.56,10,7572,2669
1600000000158973125,BUY,127.56,10,7575,2687
1600000000158973125,BUY,127.56,10,7578,2723
1600000000159150149,BUY,127.56,10,7581,2879
1600000000159150149,BUY,127.56,10,7584,2969
1600000000159324689,BUY,127.56,10,7587,5183
1600000000159324689,BUY,127.56,10,7590,5207
1600000000159516109,BUY,127.56,10,7593,5231
1600000000159516109,BUY,127.56,10,7596,5243
1600000000159649569,BUY,127.56,10,7599,5261
1600000000159649569,BUY,127.56,10,7602,5306
1600000000159804040,BUY,127.56,10,7605,2261
1600000000159804040,BUY,127.56,10,7608,2279
1600000000159958708,BUY,127.56,10,7611,2363
1600000000159958708,BUY,127.56,10,7614,2387
1600000000160076227,BUY,127.56,10,7617,2465
1600000000160076227,BUY,127.56,10,7620,2546
1600000000160216653,BUY,127.56,10,7623,2582
1600000000160216653,BUY,127.56,10,7626,2618
1600000000160281282,BUY,127.56,10,7629,2663
1600000000160281282,BUY,127.56,10,7632,2687
1600000000160380338,BUY,127.56,10,7635,2723
1600000000160380338,BUY,127.56,10,7638,2969
1600000000160441611,BUY,127.56,10,7641,5201
1600000000160441611,BUY,127.56,10,7644,5231
1600000000160612095,BUY,127.56,10,7647,5255
1600000000160612095,BUY,127.56,10,7650,5306
1600000000160759370,BUY,127.56,10,7653,2279
1600000000160759370,BUY,127.56,10,7656,2369
1600000000160948336,BUY,127.56,10,7659,2465
1600000000160948336,BUY,127.56,10,7662,2582
1600000000161044409,BUY,127.56,10,7665,2657
1600000000161044409,BUY,127.56,10,7668,2711
1600000000161140102,BUY,127.56,10,7671,2891
1600000000161140102,BUY,127.56,10,7674,5183
1600000000161214445,BUY,127.56,10,7677,5231
1600000000161214445,BUY,127.56,10,7680,5273
1600000000161307540,BUY,127.56,10,7683,2273
1600000000161307540,BUY,127.56,10,7686,2363
1600000000161479928,BUY,127.56,10,7689,2582
1600000000161479928,BUY,127.56,10,7692,2687
1600000000161644369,BUY,127.56,10,7695,2969
1600000000161644369,BUY,127.56,10,7698,5231
1600000000161795151,BUY,127.56,10,7701,2279
1600000000161795151,BUY,127.56,10,7704,2657
1600000000161917741,BUY,127.56,10,7707,5231
1600000000161917741,BUY,127.56,10,7710,5213
1600000000162076004,BUY,127.57,10,7713,2531
1600000000162076004,BUY,127.57,10,7716,2570
1600000000162155377,BUY,127.57,10,7719,2597
1600000000162155377,BUY,127.57,10,7722,2633
1600000000162232902,BUY,127.57,10,7725,2651
1600000000162232902,BUY,127.57,10,7728,5279
1600000000162410618,BUY,127.57,10,7731,5291
1600000000162410618,BUY,127.57,10,7734,5303
1600000000162565131,BUY,127.57,10,7737,5336
1600000000162565131,BUY,127.57,10,7740,2525
1600000000162744532,BUY,127.57,10,7743,2570
1600000000162744532,BUY,127.57,10,7746,2603
1600000000162891175,BUY,127.57,10,7749,2651
1600000000162891175,BUY,127.57,10,7752,5285
1600000000163090887,BUY,127.57,10,7755,5303
1600000000163090887,BUY,127.57,10,7758,5342
1600000000163238581,BUY,127.57,10,7761,2537
1600000000163238581,BUY,127.57,10,7764,2597
1600000000163324717,BUY,127.57,10,7767,2651
1600000000163324717,BUY,127.57,10,7770,5336
1600000000163431256,BUY,127.57,10,7773,5303
1600000000163431256,BUY,127.57,10,7776,5303
1600000000163549619,BUY,127.57,10,7779,5303
1600000000163549619,BUY,127.58,10,7782,2549
1600000000163681145,BUY,127.58,10,7785,2579
1600000000163681145,BUY,127.58,10,7788,2615
1600000000163766400,BUY,127.58,10,7791,5309
1600000000163766400,BUY,127.58,10,7794,5348
1600000000163934609,BUY,127.58,10,7797,5360
1600000000163934609,BUY,127.58,10,7800,2567
1600000000164071046,BUY,127.58,10,7803,2609
1600000000164071046,BUY,127.58,10,7806,2627
1600000000164268395,BUY,127.58,10,7809,5327
1600000000164268395,BUY,127.58,10,7812,5360
1600000000164451110,BUY,127.58,10,7815,2567
1600000000164451110,BUY,127.58,10,7818,2609
1600000000164617010,BUY,127.58,10,7821,2627
1600000000164617010,BUY,127.58,10,7824,5354
1600000000164690739,BUY,127.58,10,7827,2567
1600000000164690739,BUY,127.58,10,7830,5327
1600000000164762557,BUY,127.58,10,7833,2627
1600000000164762557,BUY,127.59,10,7836,5321
1600000000164878112,BUY,127.59,10,7839,5339
1600000000164878112,BUY,127.59,10,7842,5366
1600000000165027091,BUY,127.59,10,7845,5378
1600000000165027091,BUY,127.59,10,7848,5390
1600000000165130720,BUY,127.59,10,7851,5402
1600000000165130720,BUY,127.59,10,7854,5414
1600000000165296016,BUY,127.59,10,7857,5321
1600000000165296016,BUY,127.59,10,7860,5345
1600000000165401454,BUY,127.59,10,7863,5384
1600000000165401454,BUY,127.59,10,7866,5402
1600000000165460911,BUY,127.59,10,7869,5414
1600000000165460911,BUY,127.59,10,7872,5339
1600000000165544833,BUY,127.59,10,7875,5396
1600000000165544833,BUY,127.59,10,7878,5408
1600000000165735725,BUY,127.59,10,7881,5321
1600000000165735725,BUY,127.59,10,7884,5408
1600000000165893847,BUY,127.59,10,7887,5402
1600000000165893847,BUY,127.6,10,7890,5357
1600000000166045867,BUY,127.6,10,7893,5420
1600000000166045867,BUY,127.6,10,7896,5432
1600000000166184272,BUY,127.6,10,7899,5450
1600000000166184272,BUY,127.6,10,7902,5642
1600000000166350402,BUY,127.6,10,7905,5690
1600000000166350402,BUY,127.6,10,7908,5708
1600000000166468440,BUY,127.6,10,7911,5720
1600000000166468440,BUY,127.6,10,7914,5912
1600000000166580765,BUY,127.6,10,7917,5966
1600000000166580765,BUY,127.6,10,7920,5978
1600000000166656365,BUY,127.6,10,7923,5363
1600000000166656365,BUY,127.6,10,7926,5432
1600000000166767891,BUY,127.6,10,7929,5462
1600000000166767891,BUY,127.6,10,7932,5690
1600000000166831040,BUY,127.6,10,7935,5714
1600000000166831040,BUY,127.6,10,7938,5870
1600000000167026508,BUY,127.6,10,7941,5966
1600000000167026508,BUY,127.6,10,7944,5357
1600000000167188676,BUY,127.6,10,7947,5432
1600000000167188676,BUY,127.6,10,7950,5684
1600000000167348489,BUY,127.6,10,7953,5714
1600000000167348489,BUY,127.6,10,7956,5966
1600000000167490268,BUY,127.6,10,7959,5426
1600000000167490268,BUY,127.6,10,7962,5462
1600000000167674534,BUY,127.6,10,7965,5357
1600000000167674534,BUY,127.6,10,7968,5357
1600000000167756932,BUY,127.61,10,7971,5381
1600000000167756932,BUY,127.61,10,7974,5393
1600000000167811721,BUY,127.61,10,7977,5405
1600000000167811721,BUY,127.61,10,7980,5417
1600000000167926688,BUY,127.61,10,7983,5468
1600000000167926688,BUY,127.61,10,7986,5486
1600000000168075525,BUY,127.61,10,7989,5498
1600000000168075525,BUY,127.61,10,7992,5528
1600000000168227492,BUY,127.61,10,7995,5558
1600000000168227492,BUY,127.61,10,7998,5606
1600000000168408693,BUY,127.61,10,8001,5618
1600000000168408693,BUY,127.61,10,8004,5636
1600000000168518376,BUY,127.61,10,8007,5660
1600000000168518376,BUY,127.61,10,8010,5732
1600000000168613707,BUY,127.61,10,8013,5750
1600000000168613707,BUY,127.61,10,8016,5864
1600000000168698333,BUY,127.61,10,8019,5882
1600000000168698333,BUY,127.61,10,8022,5900
1600000000168760675,BUY,127.61,10,8025,5924
1600000000168760675,BUY,127.61,10,8028,5942
1600000000168847092,BUY,127.61,10,8031,5984
1600000000168847092,BUY,127.61,10,8034,6008
1600000000168949756,BUY,127.61,10,8037,5381
1600000000168949756,BUY,127.61,10,8040,5405
1600000000169008589,BUY,127.61,10,8043,5456
1600000000169008589,BUY,127.61,10,8046,5480
1600000000169119247,BUY,127.61,10,8049,5498
1600000000169119247,BUY,127.61,10,8052,5558
1600000000169301056,BUY,127.61,10,8055,5606
1600000000169301056,BUY,127.61,10,8058,5618
1600000000169446021,BUY,127.61,10,8061,5636
1600000000169446021,BUY,127.61,10,8064,5660
1600000000169560075,BUY,127.61,10,8067,5750
1600000000169560075,BUY,127.61,10,8070,5894
1600000000169611374,BUY,127.61,10,8073,5918
1600000000169611374,BUY,127.61,10,8076,5936
1600000000169727249,BUY,127.61,10,8079,6002
1600000000169727249,BUY,127.61,10,8082,5381
1600000000169891535,BUY,127.61,10,8085,5417
1600000000169891535,BUY,127.61,10,8088,5498
1600000000170040265,BUY,127.61,10,8091,5600
1600000000170040265,BUY,127.61,10,8094,5612
1600000000170146563,BUY,127.61,10,8097,5654
1600000000170146563,BUY,127.61,10,8100,5882
1600000000170317598,BUY,127.61,10,8103,5924
1600000000170317598,BUY,127.61,10,8106,5375
1600000000170477423,BUY,127.61,10,8109,5417
1600000000170477423,BUY,127.61,10,8112,5558
1600000000170643060,BUY,127.61,10,8115,5654
1600000000170643060,BUY,127.61,10,8118,5918
1600000000170765678,BUY,127.61,10,8121,5636
1600000000170765678,BUY,127.61,10,8124,5636
1600000000170841210,BUY,127.61,10,8127,5636
1600000000170841210,BUY,127.62,10,8130,5429
1600000000170999407,BUY,127.62,10,8133,5447
1600000000170999407,BUY,127.62,10,8136,5504
1600000000171180267,BUY,127.62,10,8139,5546
1600000000171180267,BUY,127.62,10,8142,5576
1600000000171290552,BUY,127.62,10,8145,5645
1600000000171290552,BUY,127.62,10,8148,5693
1600000000171359418,BUY,127.62,10,8151,5711
1600000000171359418,BUY,127.62,10,8154,5723
1600000000171548083,BUY,127.62,10,8157,5762
1600000000171548083,BUY,127.62,10,8160,5786
1600000000171607578,BUY,127.62,10,8163,5858
1600000000171607578,BUY,127.62,10,8166,5957
1600000000171665415,BUY,127.62,10,8169,5975
1600000000171665415,BUY,127.62,10,8172,5993
1600000000171865167,BUY,127.62,10,8175,6026
1600000000171865167,BUY,127.62,10,8178,6038
1600000000171945513,BUY,127.62,10,8181,6056
1600000000171945513,BUY,127.62,10,8184,5435
1600000000172104134,BUY,127.62,10,8187,5504
1600000000172104134,BUY,127.62,10,8190,5570
1600000000172177546,BUY,127.62,10,8193,5645
1600000000172177546,BUY,127.62,10,8196,5705
1600000000172346379,BUY,127.62,10,8199,5729
1600000000172346379,BUY,127.62,10,8202,5786
1600000000172461585,BUY,127.62,10,8205,5915
1600000000172461585,BUY,127.62,10,8208,5975
1600000000172522519,BUY,127.62,10,8211,6014
1600000000172522519,BUY,127.62,10,8214,6032
1600000000172603242,BUY,127.62,10,8217,6044
1600000000172603242,BUY,127.62,10,8220,5429
1600000000172781210,BUY,127.62,10,8223,5546
1600000000172781210,BUY,127.62,10,8226,5693
1600000000172981030,BUY,127.62,10,8229,5729
1600000000172981030,BUY,127.62,10,8232,5969
1600000000173153018,BUY,127.62,10,8235,5993
1600000000173153018,BUY,127.62,10,8238,6032
1600000000173351478,BUY,127.62,10,8241,5504
1600000000173351478,BUY,127.62,10,8244,5969
1600000000173438001,BUY,127.62,10,8247,6026
1600000000173438001,BUY,127.62,10,8250,5504
1600000000173589151,BUY,127.62,10,8253,6026
1600000000173589151,BUY,127.62,10,8256,5993
1600000000173760101,BUY,127.63,10,8259,5471
1600000000173760101,BUY,127.63,10,8262,5489
1600000000173851747,BUY,127.63,10,8265,5501
1600000000173851747,BUY,127.63,10,8268,5531
1600000000173954523,BUY,127.63,10,8271,5555
1600000000173954523,BUY,127.63,10,8274,5567
1600000000174023639,BUY,127.63,10,8277,5609
1600000000174023639,BUY,127.63,10,8280,5621
1600000000174186497,BUY,127.63,10,8283,5639
1600000000174186497,BUY,127.63,10,8286,5663
1600000000174313117,BUY,127.63,10,8289,5735
1600000000174313117,BUY,127.63,10,8292,5753
1600000000174445721,BUY,127.63,10,8295,5780
1600000000174445721,BUY,127.63,10,8298,5798
1600000000174590173,BUY,127.63,10,8301,5816
1600000000174590173,BUY,127.63,10,8304,5834
1600000000174774164,BUY,127.63,10,8307,5867
1600000000174774164,BUY,127.63,10,8310,5885
1600000000174847714,BUY,127.63,10,8313,5903
1600000000174847714,BUY,127.63,10,8316,5927
1600000000174967941,BUY,127.63,10,8319,5939
1600000000174967941,BUY,127.63,10,8322,5951
1600000000175041153,BUY,127.63,10,8325,6005
1600000000175041153,BUY,127.63,10,8328,6050
1600000000175131271,BUY,127.63,10,8331,6080
1600000000175131271,BUY,127.63,10,8334,5483
1600000000175209873,BUY,127.63,10,8337,5495
1600000000175209873,BUY,127.63,10,8340,5519
1600000000175277413,BUY,127.63,10,8343,5555
1600000000175277413,BUY,127.63,10,8346,5567
1600000000175398868,BUY,127.63,10,8349,5633
1600000000175398868,BUY,127.63,10,8352,5657
1600000000175471145,BUY,127.63,10,8355,5747
1600000000175471145,BUY,127.63,10,8358,5792
1600000000175640278,BUY,127.63,10,8361,5816
1600000000175640278,BUY,127.63,10,8364,5846
1600000000175839026,BUY,127.63,10,8367,5885
1600000000175839026,BUY,127.63,10,8370,5921
1600000000175898778,BUY,127.63,10,8373,5933
1600000000175898778,BUY,127.63,10,8376,5945
1600000000176074110,BUY,127.63,10,8379,5999
1600000000176074110,BUY,127.63,10,8382,6023
1600000000176142412,BUY,127.63,10,8385,6080
1600000000176142412,BUY,127.63,10,8388,5495
1600000000176258648,BUY,127.63,10,8391,5543
1600000000176258648,BUY,127.63,10,8394,5561
1600000000176373115,BUY,127.63,10,8397,5633
1600000000176373115,BUY,127.63,10,8400,5735
1600000000176525465,BUY,127.63,10,8403,5834
1600000000176525465,BUY,127.63,10,8406,5903
1600000000176578513,BUY,127.63,10,8409,5933
1600000000176578513,BUY,127.63,10,8412,5999
1600000000176687419,BUY,127.63,10,8415,5489
1600000000176687419,BUY,127.63,10,8418,5555
1600000000176814056,BUY,127.63,10,8421,5657
1600000000176814056,BUY,127.63,10,8424,5834
1600000000176893834,BUY,127.63,10,8427,5927
1600000000176893834,BUY,127.63,10,8430,5489
1600000000177064752,BUY,127.63,10,8433,5657
1600000000177064752,BUY,127.63,10,8436,5834
1600000000177204788,BUY,127.63,10,8439,5489
1600000000177204788,BUY,127.63,10,8442,6080
1600000000177398534,BUY,127.63,10,8445,6080
1600000000177398534,BUY,127.64,10,8448,5525
1600000000177460491,BUY,127.64,10,8451,5549
1600000000177460491,BUY,127.64,10,8454,5579
1600000000177583135,BUY,127.64,10,8457,5765
1600000000177583135,BUY,127.64,10,8460,5789
1600000000177746429,BUY,127.64,10,8463,5861
1600000000177746429,BUY,127.64,10,8466,6029
1600000000177814258,BUY,127.64,10,8469,6047
1600000000177814258,BUY,127.64,10,8472,6086
1600000000177870095,BUY,127.64,10,8475,6104
1600000000177870095,BUY,127.64,10,8478,6122
1600000000178066199,BUY,127.64,10,8481,6134
1600000000178066199,BUY,127.64,10,8484,5525
1600000000178215969,BUY,127.64,10,8487,5573
1600000000178215969,BUY,127.64,10,8490,5765
1600000000178292321,BUY,127.64,10,8493,5855
1600000000178292321,BUY,127.64,10,8496,6029
1600000000178372536,BUY,127.64,10,8499,6047
1600000000178372536,BUY,127.64,10,8502,6086
1600000000178463783,BUY,127.64,10,8505,6116
1600000000178463783,BUY,127.64,10,8508,6128
1600000000178643475,BUY,127.64,10,8511,5525
1600000000178643475,BUY,127.64,10,8514,5765
1600000000178760189,BUY,127.64,10,8517,6041
1600000000178760189,BUY,127.64,10,8520,6104
1600000000178845508,BUY,127.64,10,8523,6122
1600000000178845508,BUY,127.64,10,8526,5525
1600000000179014566,BUY,127.64,10,8529,6041
1600000000179014566,BUY,127.64,10,8532,6116
1600000000179080591,BUY,127.64,10,8535,6029
1600000000179080591,BUY,127.64,10,8538,6029
1600000000179140371,BUY,127.65,10,8541,5795
1600000000179140371,BUY,127.65,10,8544,5807
1600000000179213077,BUY,127.65,10,8547,5825
1600000000179213077,BUY,127.65,10,8550,5843
1600000000179338580,BUY,127.65,10,8553,6053
1600000000179338580,BUY,127.65,10,8556,6071
1600000000179491746,BUY,127.65,10,8559,6140
1600000000179491746,BUY,127.65,10,8562,6152
1600000000179550925,BUY,127.65,10,8565,6176
1600000000179550925,BUY,127.65,10,8568,6194
1600000000179749584,BUY,127.65,10,8571,6206
1600000000179749584,BUY,127.65,10,8574,6230
1600000000179899007,BUY,127.65,10,8577,6248
1600000000179899007,BUY,127.65,10,8580,6410
1600000000180072083,BUY,127.65,10,8583,6440
1600000000180072083,BUY,127.65,10,8586,6458
1600000000180257130,BUY,127.65,10,8589,6470
1600000000180257130,BUY,127.65,10,8592,6494
1600000000180382268,BUY,127.65,10,8595,5795
1600000000180382268,BUY,127.65,10,8598,5819
1600000000180518974,BUY,127.65,10,8601,5837
1600000000180518974,BUY,127.65,10,8604,6053
1600000000180685879,BUY,127.65,10,8607,6083
1600000000180685879,BUY,127.65,10,8610,6146
1600000000180764709,BUY,127.65,10,8613,6176
1600000000180764709,BUY,127.65,10,8616,6200
1600000000180924785,BUY,127.65,10,8619,6218
1600000000180924785,BUY,127.65,10,8622,6248
1600000000181005394,BUY,127.65,10,8625,6410
1600000000181005394,BUY,127.65,10,8628,6440
1600000000181072795,BUY,127.65,10,8631,6464
1600000000181072795,BUY,127.65,10,8634,6488
1600000000181226275,BUY,127.65,10,8637,5783
1600000000181226275,BUY,127.65,10,8640,5807
1600000000181394553,BUY,127.65,10,8643,5837
1600000000181394553,BUY,127.65,10,8646,6071
1600000000181501944,BUY,127.65,10,8649,6176
1600000000181501944,BUY,127.65,10,8652,6242
1600000000181678487,BUY,127.65,10,8655,6422
1600000000181678487,BUY,127.65,10,8658,6470
1600000000181857373,BUY,127.65,10,8661,5807
1600000000181857373,BUY,127.65,10,8664,6053
1600000000182001956,BUY,127.65,10,8667,6176
1600000000182001956,BUY,127.65,10,8670,6422
1600000000182189675,BUY,127.65,10,8673,5807
1600000000182189675,BUY,127.65,10,8676,6176
1600000000182245690,BUY,127.65,10,8679,6164
1600000000182245690,BUY,127.66,10,8682,6089
1600000000182317196,BUY,127.66,10,8685,6101
1600000000182317196,BUY,127.66,10,8688,6113
1600000000182391263,BUY,127.66,10,8691,6131
1600000000182391263,BUY,127.66,10,8694,6227
1600000000182572082,BUY,127.66,10,8697,6260
1600000000182572082,BUY,127.66,10,8700,6278
1600000000182624138,BUY,127.66,10,8703,6290
1600000000182624138,BUY,127.66,10,8706,6338
1600000000182703466,BUY,127.66,10,8709,6386
1600000000182703466,BUY,127.66,10,8712,6434
1600000000182831178,BUY,127.66,10,8715,6476
1600000000182831178,BUY,127.66,10,8718,6506
1600000000182934010,BUY,127.66,10,8721,6542
1600000000182934010,BUY,127.66,10,8724,6608
1600000000183026781,BUY,127.66,10,8727,6095
1600000000183026781,BUY,127.66,10,8730,6113
1600000000183174202,BUY,127.66,10,8733,6131
1600000000183174202,BUY,127.66,10,8736,6254
1600000000183288740,BUY,127.66,10,8739,6278
1600000000183288740,BUY,127.66,10,8742,6332
1600000000183378891,BUY,127.66,10,8745,6380
1600000000183378891,BUY,127.66,10,8748,6434
1600000000183561592,BUY,127.66,10,8751,6500
1600000000183561592,BUY,127.66,10,8754,6584
1600000000183695055,BUY,127.66,10,8757,6089
1600000000183695055,BUY,127.66,10,8760,6113
1600000000183841908,BUY,127.66,10,8763,6227
1600000000183841908,BUY,127.66,10,8766,6290
1600000000183981340,BUY,127.66,10,8769,6428
1600000000183981340,BUY,127.66,10,8772,6476
1600000000184059495,BUY,127.66,10,8775,6584
1600000000184059495,BUY,127.66,10,8778,6107
1600000000184258855,BUY,127.66,10,8781,6227
1600000000184258855,BUY,127.66,10,8784,6380
1600000000184359443,BUY,127.66,10,8787,6434
1600000000184359443,BUY,127.66,10,8790,6089
1600000000184420694,BUY,127.66,10,8793,6290
1600000000184420694,BUY,127.66,10,8796,6089
1600000000184573114,BUY,127.67,10,8799,6149
1600000000184573114,BUY,127.67,10,8802,6167
1600000000184632737,BUY,127.67,10,8805,6185
1600000000184632737,BUY,127.67,10,8808,6197
1600000000184737452,BUY,127.67,10,8811,6209
1600000000184737452,BUY,127.67,10,8814,6221
1600000000184793575,BUY,127.67,10,8817,6239
1600000000184793575,BUY,127.67,10,8820,6251
1600000000184846636,BUY,127.67,10,8823,6314
1600000000184846636,BUY,127.67,10,8826,6344
1600000000185003029,BUY,127.67,10,8829,6374
1600000000185003029,BUY,127.67,10,8832,6413
1600000000185155064,BUY,127.67,10,8835,6443
1600000000185155064,BUY,127.67,10,8838,6461
1600000000185244159,BUY,127.67,10,8841,6473
1600000000185244159,BUY,127.67,10,8844,6491
1600000000185376056,BUY,127.67,10,8847,6524
1600000000185376056,BUY,127.67,10,8850,6536
1600000000185507499,BUY,127.67,10,8853,6560
1600000000185507499,BUY,127.67,10,8856,6572
1600000000185675504,BUY,127.67,10,8859,6590
1600000000185675504,BUY,127.67,10,8862,6602
1600000000185760318,BUY,127.67,10,8865,6626
1600000000185760318,BUY,127.67,10,8868,6644
1600000000185895459,BUY,127.67,10,8871,6656
1600000000185895459,BUY,127.67,10,8874,6668
1600000000186085976,BUY,127.67,10,8877,6161
1600000000186085976,BUY,127.67,10,8880,6179
1600000000186165743,BUY,127.67,10,8883,6191
1600000000186165743,BUY,127.67,10,8886,6209
1600000000186261800,BUY,127.67,10,8889,6245
1600000000186261800,BUY,127.67,10,8892,6314
1600000000186398555,BUY,127.67,10,8895,6362
1600000000186398555,BUY,127.67,10,8898,6413
1600000000186476501,BUY,127.67,10,8901,6443
1600000000186476501,BUY,127.67,10,8904,6473
1600000000186529865,BUY,127.67,10,8907,6518
1600000000186529865,BUY,127.67,10,8910,6530
1600000000186656880,BUY,127.67,10,8913,6560
1600000000186656880,BUY,127.67,10,8916,6578
1600000000186845350,BUY,127.67,10,8919,6602
1600000000186845350,BUY,127.67,10,8922,6638
1600000000187028874,BUY,127.67,10,8925,6656
1600000000187028874,BUY,127.67,10,8928,6161
1600000000187166082,BUY,127.67,10,8931,6209
1600000000187166082,BUY,127.67,10,8934,6314
1600000000187339290,BUY,127.67,10,8937,6413
1600000000187339290,BUY,127.67,10,8940,6473
1600000000187414635,BUY,127.67,10,8943,6560
1600000000187414635,BUY,127.67,10,8946,6626
1600000000187550530,BUY,127.67,10,8949,6149
1600000000187550530,BUY,127.67,10,8952,6209
1600000000187729552,BUY,127.67,10,8955,6407
1600000000187729552,BUY,127.67,10,8958,6473
1600000000187915639,BUY,127.67,10,8961,6602
1600000000187915639,BUY,127.67,10,8964,6656
1600000000188105368,BUY,127.67,10,8967,6203
1600000000188105368,BUY,127.67,10,8970,6314
1600000000188206484,BUY,127.67,10,8973,6560
1600000000188206484,BUY,127.67,10,8976,6203
1600000000188354083,BUY,127.67,10,8979,6560
1600000000188354083,BUY,127.67,10,8982,6560
1600000000188430604,BUY,127.68,10,8985,6257
1600000000188430604,BUY,127.68,10,8988,6275
1600000000188535035,BUY,127.68,10,8991,6287
1600000000188535035,BUY,127.68,10,8994,6305
1600000000188595766,BUY,127.68,10,8997,6371
1600000000188595766,BUY,127.68,10,9000,6395
1600000000188795582,BUY,127.68,10,9003,6437
1600000000188795582,BUY,127.68,10,9006,6503
1600000000188908676,BUY,127.68,10,9009,6545
1600000000188908676,BUY,127.68,10,9012,6611
1600000000188977099,BUY,127.68,10,9015,6680
1600000000188977099,BUY,127.68,10,9018,6692
1600000000189141711,BUY,127.68,10,9021,6269
1600000000189141711,BUY,127.68,10,9024,6287
1600000000189340351,BUY,127.68,10,9027,6341
1600000000189340351,BUY,127.68,10,9030,6389
1600000000189394285,BUY,127.68,10,9033,6431
1600000000189394285,BUY,127.68,10,9036,6503
1600000000189521230,BUY,127.68,10,9039,6545
1600000000189521230,BUY,127.68,10,9042,6674
1600000000189701673,BUY,127.68,10,9045,6257
1600000000189701673,BUY,127.68,10,9048,6305
1600000000189848619,BUY,127.68,10,9051,6395
1600000000189848619,BUY,127.68,10,9054,6515
1600000000189994963,BUY,127.68,10,9057,6692
1600000000189994963,BUY,127.68,10,9060,6503
1600000000190184207,BUY,127.68,10,9063,6503
1600000000190184207,BUY,127.69,10,9066,6311
1600000000190261565,BUY,127.69,10,9069,6329
